"ISSN";"Titulo";"Area";"Estrato"
"0363-9061";"INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2040-7939";"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1097-0207";"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0029-5981";"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0271-2091";"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0020-7519";"INTERNATIONAL JOURNAL FOR PARASITOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2211-3207";"INTERNATIONAL JOURNAL FOR PARASITOLOGY: DRUGS AND DRUG RESISTANCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2213-2244";"INTERNATIONAL JOURNAL FOR PARASITOLOGY: PARASITES AND WILDLIFE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0020-7047";"INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1353-4505";"INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1800-6450";"INTERNATIONAL JOURNAL FOR QUALITY RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2210-5697";"INTERNATIONAL JOURNAL FOR THE STUDY OF SKEPTICISM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2152-5080";"INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATIONS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0300-9831";"INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2321-1784";"INTERNATIONAL JOURNAL IN MANAGEMENT AND SOCIAL SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0164-7954";"INTERNATIONAL JOURNAL OF ACAROLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1752-8224";"INTERNATIONAL JOURNAL OF ACCOUNTING AND FINANCE (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1740-8016";"INTERNATIONAL JOURNAL OF ACCOUNTING, AUDITING AND PERFORMANCE EVALUATION (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1027-5851";"INTERNATIONAL JOURNAL OF ACOUSTICS AND VIBRATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1861-1303";"INTERNATIONAL JOURNAL OF ACTION RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1743-8225";"INTERNATIONAL JOURNAL OF AD HOC AND UBIQUITOUS COMPUTING (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0890-6327";"INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0143-7496";"INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0334-0139";"INTERNATIONAL JOURNAL OF ADOLESCENT MEDICINE AND HEALTH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0976-2612";"INTERNATIONAL JOURNAL OF ADVANCED BIOTECHNOLOGY AND RESEARCH (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2156-5570";"INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2158-107X";"INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2456-3676";"INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING AND MANAGEMENT RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1433-3015";"INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY (INTERNET)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2349-0403";"INTERNATIONAL JOURNAL OF ADVANCED RESEARCH IN CHEMICAL SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1729-8814";"INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1729-8806";"INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2249-9954";"INTERNATIONAL JOURNAL OF ADVANCED SCIENTIFIC AND TECHNICAL RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1816-112X";"INTERNATIONAL JOURNAL OF ADVANCED STEEL CONSTRUCTION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2008-6695";"INTERNATIONAL JOURNAL OF ADVANCED STRUCTURAL ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2349-3224";"INTERNATIONAL JOURNAL OF ADVANCEMENT IN ENGINEERING TECHNOLOGY, MANAGEMENT & APPLIED B3";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2231-1963";"INTERNATIONAL JOURNAL OF ADVANCES IN ENGINEERING AND TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2347-7474";"INTERNATIONAL JOURNAL OF ADVANCES IN SOCIAL SCIENCE AND HUMANITIES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1475-472X";"INTERNATIONAL JOURNAL OF AEROACOUSTICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1687-5966";"INTERNATIONAL JOURNAL OF AEROSPACE ENGINEERING (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2214-1391";"INTERNATIONAL JOURNAL OF AFRICA NURSING SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1741-9182";"INTERNATIONAL JOURNAL OF AGILE SYSTEMS AND MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0091-4150";"INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1947-3192";"INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1947-3206";"INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2047-3710";"INTERNATIONAL JOURNAL OF AGRICULTURAL MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2167-0447";"INTERNATIONAL JOURNAL OF AGRICULTURAL SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1814-9596";"INTERNATIONAL JOURNAL OF AGRICULTURE & BIOLOGY (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1560-8530";"INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2227-670X";"INTERNATIONAL JOURNAL OF AGRICULTURE AND CROP SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2319-1473";"INTERNATIONAL JOURNAL OF AGRICULTURE INNOVATIONS AND RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1687-8159";"INTERNATIONAL JOURNAL OF AGRONOMY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1925-7066";"INTERNATIONAL JOURNAL OF ALCOHOL AND DRUG RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0218-1967";"INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0020-7071";"INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1687-8760";"INTERNATIONAL JOURNAL OF ANALYTICAL CHEMISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1687-8779";"INTERNATIONAL JOURNAL OF ANALYTICAL CHEMISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1687-5869";"INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0924-8579";"INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2349-5103";"INTERNATIONAL JOURNAL OF APPLIED AND COMPUTATIONAL MATHEMATICS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1546-542X";"INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1744-7402";"INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1755-8077";"INTERNATIONAL JOURNAL OF APPLIED DECISION SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0303-2434";"INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1548-0003";"INTERNATIONAL JOURNAL OF APPLIED ECONOMICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1383-5416";"INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0973-4562";"INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2041-1286";"INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2249-0868";"INTERNATIONAL JOURNAL OF APPLIED INFORMATION SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1311-1728";"INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0973-7545";"INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS AND STATISTICS (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1734-4492";"INTERNATIONAL JOURNAL OF APPLIED MECHANICS AND ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1559-4602";"INTERNATIONAL JOURNAL OF APPLIED RESEARCH IN VETERINARY MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1301-9724";"INTERNATIONAL JOURNAL OF APPLIED THERMODYNAMICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0888-613X";"INTERNATIONAL JOURNAL OF APPROXIMATE REASONING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2322-5270";"INTERNATIONAL JOURNAL OF AQUATIC BIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1478-0771";"INTERNATIONAL JOURNAL OF ARCHITECTURAL COMPUTING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1558-3058";"INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1560-4292";"INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1473-5504";"INTERNATIONAL JOURNAL OF ASTROBIOLOGY (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1757-8760";"INTERNATIONAL JOURNAL OF AUDITING TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1757-8752";"INTERNATIONAL JOURNAL OF AUDITING TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1476-8186";"INTERNATIONAL JOURNAL OF AUTOMATION AND COMPUTING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1470-9511";"INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY AND MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0265-2323";"INTERNATIONAL JOURNAL OF BANK MARKETING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1070-5503";"INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2057-0546";"INTERNATIONAL JOURNAL OF BIBLIOMETRICS IN BUSINESS AND MANAGEMENT (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0218-1274";"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS IN APPLIED SCIENCES AND ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2231-086X";"INTERNATIONAL JOURNAL OF BIOCHEMISTRY RESEARCH & REVIEW";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2141-243X";"INTERNATIONAL JOURNAL OF BIODIVERSITY AND CONSERVATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2151-3740";"INTERNATIONAL JOURNAL OF BIODIVERSITY SCIENCE, ECOSYSTEM SERVICES & MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1744-5485";"INTERNATIONAL JOURNAL OF BIOINFORMATICS RESEARCH AND APPLICATIONS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1758-0374";"INTERNATIONAL JOURNAL OF BIO-INSPIRED COMPUTATION (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1758-0366";"INTERNATIONAL JOURNAL OF BIO-INSPIRED COMPUTATION (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0141-8130";"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1687-8787";"INTERNATIONAL JOURNAL OF BIOMATERIALS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1793-5245";"INTERNATIONAL JOURNAL OF BIOMATHEMATICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1432-1254";"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2469-5696";"INTERNATIONAL JOURNAL OF BLOOD RESEARCH AND DISORDERS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1811-9719";"INTERNATIONAL JOURNAL OF BOTANY (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2398-4708";"INTERNATIONAL JOURNAL OF BUILDING PATHOLOGY AND ADAPTATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2160-2026";"INTERNATIONAL JOURNAL OF BURNS AND TRAUMA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1923-4015";"INTERNATIONAL JOURNAL OF BUSINESS ADMINISTRATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1753-6227";"INTERNATIONAL JOURNAL OF BUSINESS AND EMERGING MARKETS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1753-3627";"INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1833-3850";"INTERNATIONAL JOURNAL OF BUSINESS AND MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2319-8028";"INTERNATIONAL JOURNAL OF BUSINESS AND MANAGEMENT INVENTION (IJBMI)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2319-801X";"INTERNATIONAL JOURNAL OF BUSINESS AND MANAGEMENT INVENTION (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1511-6670";"INTERNATIONAL JOURNAL OF BUSINESS AND SOCIETY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1751-2018";"INTERNATIONAL JOURNAL OF BUSINESS AND SYSTEMS RESEARCH (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1740-0597";"INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1756-0055";"INTERNATIONAL JOURNAL OF BUSINESS EXCELLENCE (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1756-0047";"INTERNATIONAL JOURNAL OF BUSINESS EXCELLENCE (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1744-6635";"INTERNATIONAL JOURNAL OF BUSINESS FORECASTING AND MARKETING INTELLIGENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1746-0972";"INTERNATIONAL JOURNAL OF BUSINESS INFORMATION SYSTEMS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1751-0260";"INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1751-0252";"INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1743-8187";"INTERNATIONAL JOURNAL OF BUSINESS INTELLIGENCE AND DATA MINING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2229-6247";"INTERNATIONAL JOURNAL OF BUSINESS MANAGEMENT AND ECONOMIC RESEARCH (IJBMER),";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2447-7451";"INTERNATIONAL JOURNAL OF BUSINESS MARKETING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1368-4892";"INTERNATIONAL JOURNAL OF BUSINESS PERFORMANCE MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1741-8771";"INTERNATIONAL JOURNAL OF BUSINESS PROCESS INTEGRATION AND MANAGEMENT (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1741-8763";"INTERNATIONAL JOURNAL OF BUSINESS PROCESS INTEGRATION AND MANAGEMENT (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1753-0296";"INTERNATIONAL JOURNAL OF BUSINESS SCIENCE AND APPLIED MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2312-0916";"INTERNATIONAL JOURNAL OF BUSINESS, ECONOMICS AND MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1097-0215";"INTERNATIONAL JOURNAL OF CANCER";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0020-7136";"INTERNATIONAL JOURNAL OF CANCER (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0167-5273";"INTERNATIONAL JOURNAL OF CARDIOLOGY (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2352-9067";"INTERNATIONAL JOURNAL OF CARDIOLOGY HEART & VASCULATURE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2372-9341";"INTERNATIONAL JOURNAL OF CARTOGRAPHY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0976-3198";"INTERNATIONAL JOURNAL OF CASE REPORTS AND IMAGES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1687-8876";"INTERNATIONAL JOURNAL OF CELL BIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0974-5793";"INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2010-0221";"INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING AND APPLICATIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0538-8066";"INTERNATIONAL JOURNAL OF CHEMICAL KINETICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1542-6580";"INTERNATIONAL JOURNAL OF CHEMICAL REACTOR ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1916-9698";"INTERNATIONAL JOURNAL OF CHEMISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1920-7298";"INTERNATIONAL JOURNAL OF CHILD, YOUTH AND FAMILY STUDIES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2212-8689";"INTERNATIONAL JOURNAL OF CHILD-COMPUTER INTERACTION (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0098-9886";"INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1998-4464";"INTERNATIONAL JOURNAL OF CIRCUITS, SYSTEMS AND SIGNAL PROCESSING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2242-3982";"INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1735-0522";"INTERNATIONAL JOURNAL OF CIVIL ENGINEERING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1756-8692";"INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0899-8418";"INTERNATIONAL JOURNAL OF CLIMATOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1940-5901";"INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1936-2625";"INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1697-2600";"INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY (2004)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1939-5833";"INTERNATIONAL JOURNAL OF CLINICAL DENTISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1341-9625";"INTERNATIONAL JOURNAL OF CLINICAL ONCOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0974-7052";"INTERNATIONAL JOURNAL OF CLINICAL PEDIATRIC DENTISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1927-1255";"INTERNATIONAL JOURNAL OF CLINICAL PEDIATRICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0946-1965";"INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2210-7703";"INTERNATIONAL JOURNAL OF CLINICAL PHARMACY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1368-5031";"INTERNATIONAL JOURNAL OF CLINICAL PRACTICE (ESHER)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0955-6222";"INTERNATIONAL JOURNAL OF CLOTHING SCIENCE AND TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0166-5162";"INTERNATIONAL JOURNAL OF COAL GEOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1939-2699";"INTERNATIONAL JOURNAL OF COAL PREPARATION AND UTILIZATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
